anime_id,title,genre
30284,Taabou no Ganbaru Sengen,Kids
4566,Prism Ark Specials,"Action, Comedy, Drama, Fantasy, Magic"
1226,Seihou Tenshi Angel Links,"Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi"
31807,Sugio: Mori de Koi wo Shite,Comedy
8697,Mizutori,Music
28963,Nekota no Koto ga Kininatte Shikatanai.,"School, Shoujo"
21947,Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy, Kids"
7453,AIKa Zero Picture Drama,Ecchi
3077,Warau Salesman,"Psychological, Supernatural, Drama, Seinen"
7405,Jankenman,"Adventure, Super Power"
30228,Chel-in sacheon-wang,"Action, Sci-Fi"
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen"
7712,Kansen 2: Inzai Toshi,Hentai
25973,I Love Picnic,"Kids, Comedy"
31111,Nisshin Seifun Group CM,"Kids, Slice of Life"
635,Juubee-chan: Lovely Gantai no Himitsu,"Action, Adventure, Comedy, Drama, Shounen"
20189,Boku no Son Gokuu,"Kids, Adventure, Fantasy"
1848,Haou Taikei Ryuu Knight,"Action, Adventure, Fantasy, Mecha"
34346,Pig: Oka no Ue no Dam Keeper,Fantasy
7844,The Place Where We Were,Dementia
36054,Teekyuu 9 Specials,"Comedy, Sports, Shounen"
31924,Monchhichiisu,Kids
5828,Kishin Douji Zenki Gaiden: Anki Kitan,"Action, Supernatural"
13239,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi"
32175,Shounen Maid,"Comedy, Shoujo, Slice of Life"
1030,Heisei Tanuki Gassen Ponpoko,Kids
34034,Pokemon Sun & Moon,"Action, Fantasy, Game, Kids, School"
34611,Answer (2016),"Music, Drama, Seinen"
36528,Kakyuusei (TV): Hajimemashite Tina!,"Sci-Fi, Romance, School"
5347,Bible Black: Imari Ryoujoku Genba,Hentai
36777,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,"Action, Drama, Fantasy"
9006,Rei Zero,Hentai
6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,"Slice of Life, Romance, Shoujo Ai"
13283,One Off,Slice of Life
31810,Amakano,Hentai
9967,W: Wish Omake,"Harem, School, Seinen"
10138,Manga Hajimete Omoshiro Juku,"Adventure, Kids"
3093,Kekkai,Hentai
37358,Boat Race Marugame Image Talent Mimika,Sports
33777,Yodomi no Sakagi,Drama
27927,Urawa no Usagi-chan,"Slice of Life, Comedy, School"
31513,Aoki Seimei Hoken,Comedy
10216,"Yondemasu yo, Azazel-san. (TV)","Comedy, Supernatural, Demons"
17665,Dohyou no Oni-tachi,"Drama, Historical, Sports"
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Comedy, Drama, Magic, Super Power"
529,Saishuu Heiki Kanojo,"Military, Sci-Fi, Drama, Romance, School"
1361,Final Fantasy: The Spirits Within,Sci-Fi
4147,Gang-aji Ttong,"Kids, Fantasy"
30571,Chouon Senshi Borgman: Madnight☆Gigs!,"Action, Demons, Music, Sci-Fi, Shounen"
28045,Kogane no Hana,"Action, Adventure, Fantasy, Historical"
6630,Asari-chan: Ai no Marchen Shoujo,"Adventure, Shoujo, Slice of Life"
10526,Duel Masters Zero,"Action, Kids"
1906,Harukanaru Toki no Naka de: Maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural"
33884,Tokyu Plaza Ginza Open,Slice of Life
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,"Action, Comedy, School, Shounen, Super Power"
14023,R²: Rise R to the Second Power,Music
35581,Oide yo! Mizuryuu Kei Land,Hentai
9053,Ice Movie,"Action, Sci-Fi, Military"
5645,Castle Fantasia: Seima Taisen,Hentai
29796,Oshizuka ni,Kids
2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids"
982,Cosplay Complex,"Comedy, Ecchi, Parody, School"
10504,Gosick Recap,"Mystery, Historical, Shounen"
15711,Bakuman.: Deraman.,"Comedy, School, Shounen"
5191,Trouble Evocation,"Drama, Hentai, Romance"
36232,Glory Days,"Action, Music, Mecha"
36491,Doupo Cangqiong,"Action, Adventure, Comedy, Supernatural, Romance"
35333,Hitori no Shita: The Outcast 2nd Season,"Action, Super Power, Supernatural"
32423,Pretty x Cation The Animation,Hentai
4066,Tytania,"Adventure, Military, Psychological, Romance, Sci-Fi, Space"
12591,Ojamajo Doremi OVA,"Kids, Magic"
3461,Gensou Jotan Ellcia,"Adventure, Fantasy"
36184,Feng Ling Yu Xiu,"Adventure, Martial Arts"
1510,Imouto de Ikou!,Hentai
2607,Birth,"Action, Sci-Fi, Adventure, Comedy"
4131,Twin Bee Paradise,"Action, Adventure"
30673,Made in Japan,Comedy
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,Hentai
36502,MahoYome,Parody
29921,Bunbuku Chagama (1958),
35914,Catchy-kun no Nice Catch!,Comedy
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Romance, Fantasy"
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Space, Mecha, Military, Drama, Sci-Fi"
2475,6 Angels,"Action, Sci-Fi"
4365,"Hitou Meguri The Animation: Wakaokami, Rachiru",Hentai
33239,Saenggakboda Markeun,"Slice of Life, Drama"
6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power"
7419,Wrestler Gundan Seisenshi Robin Jr.,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sci-Fi, Super Power"
5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts"
2824,Barbapapa Sekai wo Mawaru,"Adventure, Comedy"
16650,Pro Golfer Saru (TV),"Sports, Kids"
4200,Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi"
9940,Mai no Mahou to Katei no Hi,"Drama, Magic"
35279,Youkoso! Ecolo Shima,Kids
19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life"
12037,What&#039;s Michael? 2,Comedy
14211,Instant History,Historical
23539,Gudetama,"Comedy, Kids"
33474,Haha wo Tazunete Sanzenri (Movie),"Adventure, Drama, Historical, Slice of Life"
28987,Kamakura,
334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo"
18941,Shimajirou no Wow!,"Adventure, Comedy, Fantasy, Kids, Magic"
36680,Sayonara Nyuunanzai,Music
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy
37089,Cherry & Gal&#039;s↑↑,Hentai
31980,Okusama ga Seitokaichou! OVA,"Comedy, Romance, Ecchi, Shounen"
116,El Hazard: The Wanderers,"Adventure, Comedy, Romance, Fantasy"
36525,Dorei-ku The Animation,"Psychological, Drama"
36823,Huyao Xiao Hongniang: Beishan Yaodi,"Comedy, Historical, Supernatural, Romance"
5914,Kanamemo,"Ecchi, Comedy, Slice of Life, Shoujo Ai"
2223,Maple Town Monogatari,"Slice of Life, Fantasy"
30905,Owanko,Comedy
31634,Kokuhaku,Horror
3256,Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space"
6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural"
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
1402,Princess Memory,"Fantasy, Hentai, Romance"
1591,Kujibiki♥Unbalance,"Comedy, Romance, School"
30427,Mr. Empty,Music
604,Mahou no Stage Fancy Lala,"Music, Comedy, Drama, Magic, Romance, Shoujo"
2927,Kimikiss Pure Rouge,"Drama, Romance, School"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery"
3430,Blame! Prologue,"Action, Mecha, Sci-Fi"
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Comedy, Super Power, Supernatural, Fantasy, Shounen"
31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life"
9254,Mianhada Saranghanda,Drama
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,"Action, Adventure, Super Power, Shounen"
6993,Koneko no Rakugaki,Comedy
1047,On Your Mark,"Drama, Music, Sci-Fi"
597,Neko no Ongaeshi,"Adventure, Drama, Fantasy"
8446,SAI: Part 1 / Revolving... to the Core,"Fantasy, Music"
5844,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy, Kids"
35645,Uta no☆Prince-sama♪ Maji Love Kingdom Movie,"Harem, Music, Comedy, Romance, Shoujo"
18099,Recorder to Randoseru Mi☆,"Comedy, School, Seinen, Slice of Life"
12187,Carnival Phantasm EX Season,"Comedy, Supernatural"
15811,Girls & Panzer Specials,"Military, School"
37514,Made in Abyss Movie 1: Tabidachi no Yoake,"Adventure, Fantasy, Drama, Mystery, Sci-Fi"
9796,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,"Comedy, Super Power"
34685,Kekkon Soudan Sho,Music
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,"Sci-Fi, Comedy, Shounen"
22621,Ahiru no Pekkle no Hihou wo Sagase,"Adventure, Fantasy, Kids"
1677,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space"
29843,Akuei to Gacchinpo: Tenkomori,"Kids, Comedy"
37775,Slide,"Music, Sports"
18463,Sign,"Music, Sci-Fi"
34930,Joubuna Tire!,Cars
32740,Girls & Panzer Movie Specials,"Military, School"
4244,Ginga Shippuu Sasuraiger,"Action, Adventure, Mecha"
24625,Gundam Build Fighters Try,"Action, Sci-Fi, Mecha"
36906,Jashin-chan Dropkick,"Comedy, Seinen, Supernatural"
30072,Hito no Kita Tooku Nagai Michi,Historical
3791,Air Gear Special,"Sports, Shounen"
3604,Hidamari Sketch x 365,"Slice of Life, Comedy, School, Seinen"
4181,Clannad: After Story,"Slice of Life, Comedy, Supernatural, Drama, Romance"
36506,Fuwafuwa Hour: Pui Pui & Muu Muu,"Fantasy, Kids"
23613,Kakkun Cafe,"Comedy, Parody, Slice of Life"
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),"Slice of Life, Comedy, Police"
36297,Hachigatsu no Cinderella Nine,"Music, Sports"
35511,Hoshi Akari no Concert: Seiza ga Kanaderu Yozora,"Music, Space"
18829,Hello Kitty no Shiawase no Aoi Hotaru,Kids
978,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Psychological, Adventure, Mecha, Sci-Fi, Horror, Shounen"
3155,Kingyo Chuuihou! (Movie),"Action, Comedy, Kids, Shoujo"
15533,Yakimochi Caprice,Slice of Life
34281,High School DxD Hero,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
33165,Mashou no Nie 3,Hentai
5938,Onegai♪My Melody Kirara★,"Fantasy, Magic, Comedy"
32899,Watashi ga Motete Dousunda,"Harem, Comedy, Romance, School, Shoujo"
1070,Love Get Chu,"Comedy, Romance"
29792,Chiisana Itsutsu no Ohanashi,Kids
31715,Working!!!: Lord of the Takanashi,"Slice of Life, Comedy, Romance"
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen"
17969,Tanken Driland: 1000-nen no Mahou,"Adventure, Fantasy"
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen"
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,"Sci-Fi, Comedy"
37505,Grancrest Senki Tsuisou,"Action, Fantasy"
3003,Yumedamaya Kidan,"Drama, Fantasy"
7793,Ring ni Kakero 1: Kage Dou-hen,"Action, Shounen, Sports"
36468,Shoujo Shuumatsu Jugyou,"Comedy, Parody, School"
34764,Kuro-Nikuru Girls,"Comedy, Parody, School"
23137,Girls & Panzer Heartful Tank Disc Picture Drama,"Military, School"
2286,Little Nemo,"Adventure, Fantasy"
34239,Mutsugo to Ouma no Monogatari,"Comedy, Parody, Sports"
33080,Brotherhood: Final Fantasy XV,Action
33213,Onizushi,"Comedy, Demons"
21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural"
10324,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen"
7170,Kataku,"Supernatural, Demons, Historical"
10575,Naisho no Wakana-san,Hentai
30078,Beautiful Name,Kids
9077,Rokudenashi Blues,"Sports, Comedy, School, Drama, Shounen"
34888,Makeruna!! Aku no Gundan!,"Comedy, Shounen"
29821,Channel 5.5,"Parody, Comedy"
37187,Kuiba Yao Xia Zhuan,"Action, Adventure, Fantasy"
35220,Youkai Apartment no Yuuga na Nichijou,"Slice of Life, Mystery, Supernatural"
33695,Kabushikigaisha Aokishouji,Comedy
1055,Blame!,"Sci-Fi, Mecha"
37258,Omae wa Mada Gunma wo Shiranai,"Comedy, School"
7477,Fusha no Sha,"Adventure, Martial Arts, Samurai, Supernatural, Historical"
3379,Mikagura Tanteidan,Hentai
1630,Yousei Hime Ren,"Adventure, Comedy, Fantasy"
19367,Galilei Donna,"Action, Sci-Fi, Adventure"
3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody"
32349,Hot Minute: Gudetama,"Comedy, Kids"
4310,Joshidai: Ecchi Soudanshitsu,Hentai
6684,Marie & Gali Special,Comedy
8244,Keshikasu-kun,"Comedy, Kids"
33447,Piace: Watashi no Italian,"Slice of Life, Comedy"
5231,Inazuma Eleven,"Sports, Super Power, Shounen"
2708,Wankorobee,"Comedy, Fantasy, Kids"
1106,Eikyuu Kazoku,"Psychological, Comedy"
33562,Heibai Wushang,"Action, Comedy, Supernatural"
34863,Zoku Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life"
10155,Dog Days,"Action, Adventure, Fantasy, Magic"
34028,Idol Jihen,Music
35559,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,"Ecchi, Fantasy"
5333,Ikkitousen: Great Guardians Specials,"Comedy, Ecchi"
31418,KanColle Movie,"Action, Military, Sci-Fi, Drama"
26323,Hitotsu no Hana,"Drama, Historical, Kids"
28,Yakitate!! Japan,"Comedy, Shounen"
33975,3-Nen D-Gumi Glass no Kamen,"Comedy, Parody, School"
1303,The Animatrix,"Action, Drama, Sci-Fi"
2124,Code Geass: Hangyaku no Lelouch Recaps,"Action, Mecha, Military, School, Super Power"
33527,Kubbe no Ongakukai,"Fantasy, Music"
36683,Overlord Movie: Manner Movie,Comedy
33979,Kowaremono: Risa Plus The Animation,Hentai
30398,Nani ga Dekiru ka na,Comedy
35512,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,"Harem, Hentai, School"
1474,City Hunter: Ai to Shukumei no Magnum,"Action, Comedy, Mystery, Shounen"
30152,au x Rope,"Slice of Life, Comedy"
21959,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,"Kids, Fantasy, Comedy"
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Hentai
5838,Furudera no Obake-soudou,"Action, Adventure"
6500,Seikon no Qwaser,"Action, Super Power, Supernatural, Ecchi, Seinen"
22477,Hello Kitty no Tomatta Big Ben,"Fantasy, Kids"
32195,Junjou Shoujo Et Cetera Specials,Hentai
5649,Injuu Onna Kyoushi,Hentai
30117,Monpy,"Kids, Adventure"
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Fantasy, Magic, Comedy, Shoujo"
18827,Hello Kitty: Mahou no Mori no Ohimesama,"Fantasy, Kids, Magic"
14093,Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy, Kids"
5902,Hyakujitsu no Bara,"Drama, Yaoi"
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Supernatural, Drama, Shounen"
26123,Seitokai Yakuindomo* OVA,"Slice of Life, Comedy, School, Shounen"
462,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
5648,Bouken Shite mo Ii Koro,"Comedy, Seinen"
6731,Ultraman Kids no Kotowaza Monogatari,"Comedy, Kids, Super Power"
5936,Hashire! Shiroi Ookami,Drama
15607,Ai no Wakakusa Monogatari Specials,"Drama, Historical, Slice of Life"
23051,Ga no Iru Tokoro,Dementia
4211,Hareluya II Boy,"Action, Fantasy, Comedy, School, Shounen"
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,"Action, Adventure, Drama, Fantasy, Kids"
5955,Toaru Majutsu no Index-tan,"Comedy, Parody"
37476,Cardfight!! Vanguard (2018),"Action, Game, Shounen"
2738,Kasumin 3rd Season,"Kids, Fantasy"
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School"
26097,Yume no Tsuzuki,"Drama, Kids"
37621,Karakai Jouzu no Takagi-san OVA,"Slice of Life, Comedy, Romance, School, Shounen"
24321,Hoka Hoka Oden no Uta,Music
1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance"
8516,Baka to Test to Shoukanjuu Ni!,"Comedy, Super Power, Romance, School"
8297,Planzet,"Action, Mecha, Sci-Fi"
33545,Henna Omamesan,"Comedy, Parody"
35666,Chameleon,"Music, Kids"
1995,Lingerie Senshi Papillon Rose,"Ecchi, Magic, Sci-Fi, Parody"
16746,Goesu Daejeonjaeng,"Action, Supernatural, Shounen"
6018,Patchin shite! Obaachan,Drama
8773,Nekko-kun,"Music, Kids"
31135,Idea ga Tsukamaranai.,Dementia
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,"Adventure, Mystery, Supernatural, Drama"
6774,Kuuchuu Buranko,"Comedy, Psychological, Drama, Seinen"
22377,Wonder Momo,"Action, Game, Martial Arts, School"
942,Nishi no Yoki Majo: Astraea Testament,"Mystery, Comedy, Drama, Romance, Fantasy"
13541,Rui no Masaiban,Comedy
35773,Noraneko,Comedy
35096,Hiroshima no Uta,"Drama, Historical"
3104,Geisters: Fractions of the Earth,"Action, Military, Sci-Fi"
36732,Qin Shi Ming Yue: Tian Xing Jiu Ge,"Action, Historical, Martial Arts, Fantasy"
2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha"
6397,Tentou Mushi no Uta,"Drama, Slice of Life"
4890,Peut-etre Toi,Music
36010,Heartful Maman The Animation,Hentai
36104,Haha no Supporter,Drama
31239,Kotori Samba,"Music, Comedy"
6031,Osu!! Karate-bu,"Martial Arts, School, Shounen"
35860,Karakai Jouzu no Takagi-san,"Comedy, Romance, School, Shounen, Slice of Life"
8110,Fukubiki! Triangle: Miharu After,Hentai
19029,Yuyushiki: Nyanyashiki,Comedy
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
23619,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody"
33857,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen Specials",Comedy
3776,Go! Go! Itsutsugo Land,School
12355,Ookami Kodomo no Ame to Yuki,"Slice of Life, Fantasy"
811,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School"
6067,Moeru! Oniisan,"Action, Adventure, Comedy"
34600,Nagoya Tetsudou Special Movie,Slice of Life
1097,Lime-iro Senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural"
1036,Kashou no Tsuki: Aki Kyougen,"Historical, Supernatural, Romance, Shoujo"
10301,Rio: Rainbow Gate! Special,"Ecchi, Game, Comedy"
367,Akazukin Chacha OVA,"Comedy, Fantasy, Magic"
31246,Choegang Habche: Mix Master,"Adventure, Fantasy"
37717,"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",Historical
6718,Yamato 2520,"Action, Military, Sci-Fi, Adventure"
10132,Jin Sheng Yuan,Music
27681,Sasurai-kun,"Slice of Life, Comedy"
35541,Turning Mecard,"Game, Adventure, Cars, Kids, Mecha"
33831,Chii-chan no Kageokuri,"Drama, Historical"
34720,In Search of Axis,Dementia
4644,Injoku no Heya,"Hentai, Romance"
1529,De:vadasy,"Action, Ecchi, Psychological, Mecha"
36089,9,Music
31618,Kanojo ga Kanji wo Suki na Riyuu.,"School, Slice of Life"
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,"Hentai, School, Yuri"
17659,Gunnm 3D Special,"Action, Sci-Fi, Sports"
5028,Major S5,"Comedy, Drama, Romance, Sports"
32642,Yanesenondo,Music
36621,Toilet no Kuni,"Kids, Music"
35074,Kaiketsu Zorori Movie: ZZ no Himitsu,"Adventure, Comedy, Kids"
32860,Wonderland,Music
36653,Tsurune,"Drama, School, Sports"
6273,Tsuyu no Hito Shizuku,Historical
22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen"
35612,Himitsukessha Taka no Tsume x Glass no Kamen Desu ga,"Comedy, Parody"
20479,Choujigen Game Neptune The Animation OVA,"Action, Fantasy, Comedy, Sci-Fi"
25157,Trinity Seven,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen"
1397,Macross 7,"Action, Military, Sci-Fi, Adventure, Music, Comedy, Drama, Romance, Mecha, Shounen"
9346,Battle Spirits: Brave,"Game, Military, Sci-Fi, Adventure, Demons"
22511,Kobutori,"Comedy, Demons"
212,Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power"
12789,Yasashii Lion,"Fantasy, Kids, Music"
31019,Norasco (TV),"Slice of Life, Comedy"
1107,Youjuu Toshi,"Action, Adventure, Demons, Drama, Horror, Super Power"
35676,Berserk: Majo no Tsuisou,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Supernatural"
7178,Tony&#039;s Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,Hentai
19783,Nanbo no Monjai! Yankee Gurentai,"Action, Comedy"
8609,Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen"
4034,Sailor Senshi Venus♥Five,"Parody, Super Power, Hentai"
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","Comedy, School, Slice of Life"
28179,Miss Monochrome: The Animation - Manager,"Music, Slice of Life, Comedy"
22275,OL Kaizou Kouza,"Comedy, Slice of Life"
36397,Shiyan Pin Jiating,"Sci-Fi, Seinen"
6201,Princess Lover!,"Harem, Comedy, Ecchi, School"
27879,Eromame,Hentai
20081,Ijiwaru Baasan (1996),"Comedy, Slice of Life"
1854,Rockman Hoshi ni Negai wo,"Action, Sci-Fi, Adventure"
824,Guardian Hearts,"Comedy, Ecchi, Magic, Romance, School"
31115,Schick x Evangelion,"Comedy, Parody"
15085,Amnesia,"Harem, Mystery, Romance, Fantasy, Josei"
8041,Sennin Buraku,"Comedy, Ecchi"
2112,Over Drive,"Shounen, Sports"
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,"Comedy, Drama, Romance, School"
2186,Maid no Yakata: Zetsubou-hen,Hentai
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Comedy
29177,Persia no Komoriuta: Watashi no Hana,"Music, Kids"
25073,Makiba no Shoujo Katri Specials,"Adventure, Slice of Life, Historical, Drama"
35102,Hinamatsuri,"Historical, Kids"
16472,Sei Yariman Gakuen Enkou Nikki The Animation,Hentai
3469,Maria-sama ga Miteru: Haru Specials,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai"
26395,Teekyuu 4,"Comedy, Shounen, Sports"
16460,Perrine Monogatari Specials,"Drama, Historical, Kids, Shoujo, Slice of Life"
30914,Animax Taisou,"Sports, Kids"
508,Tottoko Hamtarou,"Adventure, Comedy, Kids"
3630,Miracle Shoujo Limit-chan,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power"
36080,Metamorphosis,Music
3558,Doukyuusei (OVA): Natsu no Owari ni,"Drama, Harem, Hentai, Romance"
7366,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e","Drama, Romance, Sci-Fi, Shoujo"
134,Gunslinger Girl,"Action, Psychological, Military, Drama, Sci-Fi"
8233,Genji,"Historical, Magic, Romance"
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
6408,"""Bungaku Shoujo"" Movie","Mystery, Drama, Romance, School"
9253,Steins;Gate,"Thriller, Sci-Fi"
928,Transformers Galaxy Force,"Sci-Fi, Adventure, Mecha, Shounen"
470,Okusama wa Joshikousei (TV),"Slice of Life, Comedy, Romance, Drama"
30850,UFO Gakuen no Himitsu,"Sci-Fi, Space"
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,Hentai
35409,Denshin Denrei Denwa,Kids
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,"Sports, School, Shounen"
32762,Circles,Music
6635,Ayatsuri Haramase DreamNote,Hentai
37008,Tsukipro The Animation 2nd Season,Music
29825,Onnanoko tte.,"Slice of Life, Comedy, Shoujo"
32555,Stella no Mahou,"Game, Slice of Life, Comedy, School"
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
35452,Hamidashi CoroCoro,"Comedy, Parody"
4701,Yama Hime no Mi,Hentai
20001,Mouretsu Atarou,"Comedy, Kids, Slice of Life"
36003,Kimoshiba 2,"Comedy, Kids"
27757,Anisava,"Slice of Life, Comedy, Romance"
25069,Tom Sawyer no Bouken Specials,"Adventure, Historical, Slice of Life, Drama"
35821,Chio-chan no Tsuugakuro,"Comedy, Seinen"
5597,Natsu no Arashi!,"Comedy, Romance, Supernatural"
35522,Stella no Mahou Specials,"Comedy, School, Slice of Life"
34162,Minikui Ahiru no Ko,Kids
30070,Shiroi Zou (1981),"Action, Historical"
6095,Azuki-chan the Movie,"Comedy, Romance, Shoujo, Slice of Life"
34613,Garo: Honoo no Kokuin - Yurugaro,"Comedy, Fantasy, Parody"
5118,Suzumiya Haruhi-chan no Yuuutsu,"Comedy, Parody"
27775,Plastic Memories,"Sci-Fi, Drama, Romance"
324,Kidou Keisatsu Patlabor: On Television,"Sci-Fi, Comedy, Police, Mecha"
20587,Ashinaga Ojisan,"Comedy, Drama, Shoujo"
35854,Zero Seiki Movie 2: Herlock,"Action, Sci-Fi, Adventure"
35538,Kaiketsu Zorori,"Adventure, Comedy"
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,"Comedy, Sports, Shounen"
24981,Yowamushi Chinsengumi,"Comedy, Kids"
6749,Tennis no Ouji-sama: The Band of Princes Film Kick the Future,"Action, Music"
22693,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo"
20961,Parol no Miraijima,"Action, Adventure, Fantasy"
1035,Patalliro Saiyuuki!,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai"
2834,Miracle☆Girls,"Drama, Magic, Shoujo"
10516,Anemone,"Magic, Supernatural, Drama"
1727,Shinkyoku Soukai Polyphonica,"Music, Drama, Romance, Fantasy, School"
4031,Sakigake!! Otokojuku Movie,"Action, Comedy, Martial Arts, School, Shounen"
31568,Wake Up,Music
1384,Kyuuketsuhime Miyu,"Action, Horror, Demons, Drama, Vampire, Shoujo"
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports"
3086,Strait Jacket,"Action, Fantasy, Sci-Fi"
30460,Kanojo ga Nekomimi ni Kigaetara,Hentai
23189,Dekobou Shingachou: Meian no Shippai,Comedy
16748,"Fly, Space Battleship Geobukseon","Action, Sci-Fi, Shounen, Space"
21809,Kenzen Robo Daimidaler,"Ecchi, Comedy, Mecha, Seinen"
